Gene,NCBI_Gene_ID,Description,Function,GO_Terms,KEGG_Terms
RAS2,855625,N/A,"Enables GTP binding activity and GTPase activity. Involved in several processes, including cytoplasm to vacuole targeting by the Cvt pathway; positive regulation of transcription by galactose; and protein localization to bud neck. Located in several cellular components, including endoplasmic reticulum membrane; mitochondrion; and nucleus. Used to study colorectal cancer. Human ortholog(s) of this gene implicated in Noonan syndrome 12 and colorectal cancer. Orthologous to human RRAS2 (RAS related 2). [provided by Alliance of Genome Resources, Jul 2025]",N/A,N/A
INP52,855618,N/A,"Enables phosphatidylinositol phosphate phosphatase activity. Involved in phosphatidylinositol dephosphorylation. Located in actin cortical patch. Human ortholog(s) of this gene implicated in Parkinson's disease; Parkinson's disease 20; and developmental and epileptic encephalopathy 53. Orthologous to human SYNJ1 (synaptojanin 1) and SYNJ2 (synaptojanin 2). [provided by Alliance of Genome Resources, Jul 2025]",N/A,N/A
YAF9,855616,N/A,"Predicted to enable histone binding activity. Involved in DNA repair and subtelomeric heterochromatin formation. Located in cytoplasm and nucleus. Part of NuA4 histone acetyltransferase complex and Swr1 complex. Orthologous to human YEATS4 (YEATS domain containing 4). [provided by Alliance of Genome Resources, Jul 2025]",N/A,N/A
YNL108C,855615,N/A,"Enables phosphatase activity. Involved in dephosphorylation. Located in cytoplasm and nucleus. Orthologous to several human genes including UBASH3A (ubiquitin associated and SH3 domain containing A). [provided by Alliance of Genome Resources, Jul 2025]",N/A,N/A
YNL115C,855608,N/A,"Predicted to enable catalytic activity. Located in fungal-type vacuole membrane. [provided by Alliance of Genome Resources, Jul 2025]",N/A,N/A
ESBP6,855598,N/A,"Predicted to enable transmembrane transporter activity. Predicted to act upstream of or within transmembrane transport. Located in mitochondrion. Human ortholog(s) of this gene implicated in Allan-Herndon-Dudley syndrome; cataract 47; familial hyperinsulinemic hypoglycemia 7; and intellectual disability. Orthologous to several human genes including SLC16A1 (solute carrier family 16 member 1). [provided by Alliance of Genome Resources, Apr 2025]",N/A,N/A
FYV6,855589,N/A,"Involved in double-strand break repair via nonhomologous end joining. Located in nucleus. [provided by Alliance of Genome Resources, Apr 2025]",N/A,N/A
YNL134C,855588,N/A,"Enables aldehyde dehydrogenase (NAD+) activity. Involved in response to furfural. Located in cytoplasm and nucleus. [provided by Alliance of Genome Resources, Jul 2025]",N/A,N/A
MEP2,855580,N/A,"Enables ammonium channel activity. Involved in several processes, including ammonium transmembrane transport; nitrogen utilization; and pseudohyphal growth. Located in plasma membrane. Used to study renal tubular acidosis. Human ortholog(s) of this gene implicated in Rh deficiency syndrome; Rh isoimmunization; hemolytic anemia; and overhydrated hereditary stomatocytosis. Orthologous to several human genes including RHAG (Rh associated glycoprotein); RHCE (Rh blood group CcEe antigens); and RHD (Rh blood group D antigen). [provided by Alliance of Genome Resources, Jul 2025]",N/A,N/A
YNL144C,855578,N/A,"Located in mitochondrion. [provided by Alliance of Genome Resources, Apr 2025]",N/A,N/A
YNL155C-A,91000626,N/A,N/A,N/A,N/A
CUZ1,855567,N/A,"Enables proteasome binding activity. Involved in cellular response to arsenic-containing substance and proteasome-mediated ubiquitin-dependent protein catabolic process. Located in cytoplasm and nucleus. Orthologous to human ZFAND1 (zinc finger AN1-type containing 1). [provided by Alliance of Genome Resources, Jul 2025]",N/A,N/A
ASI2,855563,N/A,"Involved in cellular response to amino acid stimulus and proteasome-mediated ubiquitin-dependent protein catabolic process. Located in nuclear inner membrane. Part of Asi complex. [provided by Alliance of Genome Resources, Jul 2025]",N/A,N/A
YGP1,855562,N/A,"Involved in cell wall assembly. Located in extracellular region. [provided by Alliance of Genome Resources, Jul 2025]",N/A,N/A
MDG1,855548,N/A,"Predicted to enable protein kinase binding activity. Involved in pheromone-dependent signal transduction involved in conjugation with cellular fusion. Located in plasma membrane. [provided by Alliance of Genome Resources, Jul 2025]",N/A,N/A
NPR1,855538,N/A,"Enables protein serine/threonine kinase activity. Involved in negative regulation of endocytosis and regulation of sphingolipid biosynthetic process. Located in Golgi apparatus and plasma membrane. [provided by Alliance of Genome Resources, Jul 2025]",N/A,N/A
YNL194C,855527,N/A,"Involved in ascospore formation. Located in cell cortex. [provided by Alliance of Genome Resources, Jul 2025]",N/A,N/A
YNL195C,855526,N/A,"Located in mitochondrion. [provided by Alliance of Genome Resources, Jul 2025]",N/A,N/A
NNR1,855521,N/A,"Enables NAD(P)HX epimerase activity. Involved in nicotinamide nucleotide metabolic process. Located in mitochondrion. Orthologous to human NAXE (NAD(P)HX epimerase) and YJEFN3 (YjeF N-terminal domain containing 3). [provided by Alliance of Genome Resources, Jul 2025]",N/A,N/A
YNL208W,855513,N/A,"Located in mitochondrion. [provided by Alliance of Genome Resources, Jul 2025]",N/A,N/A
VID27,855509,N/A,"Located in cytoplasm. [provided by Alliance of Genome Resources, Jul 2025]",N/A,N/A
PEX17,855507,N/A,"Involved in protein import into peroxisome matrix, docking. Located in peroxisomal membrane. Part of peroxisomal importomer complex and transmembrane transporter complex. [provided by Alliance of Genome Resources, Jul 2025]",N/A,N/A
MGS1,855503,N/A,"Enables G-quadruplex DNA binding activity; enzyme activator activity; and single-stranded DNA helicase activity. Involved in DNA replication, Okazaki fragment processing; chromosome organization; and regulation of DNA repair. Located in cytoplasm and nucleus. Orthologous to human WRNIP1 (WRN helicase interacting protein 1). [provided by Alliance of Genome Resources, Apr 2025]",N/A,N/A
ATG4,855498,N/A,"Enables protein-phosphatidylethanolamide deconjugating activity. Involved in several processes, including cytoplasm to vacuole targeting by the Cvt pathway; piecemeal microautophagy of the nucleus; and protein modification process. Located in cytoplasm and nucleus. Orthologous to several human genes including ATG4D (autophagy related 4D cysteine peptidase). [provided by Alliance of Genome Resources, Apr 2025]",N/A,N/A
YTP1,855484,N/A,"Predicted to be located in membrane. [provided by Alliance of Genome Resources, Jul 2025]",N/A,N/A
LAP3,855482,N/A,"Enables DNA binding activity; cysteine-type peptidase activity; and mRNA binding activity. Involved in homocysteine catabolic process; negative regulation of transcription by RNA polymerase II; and response to antibiotic. Located in cytoplasm. Orthologous to human BLMH (bleomycin hydrolase). [provided by Alliance of Genome Resources, Jul 2025]",N/A,N/A
ATG2,855479,N/A,"Enables phosphatidylinositol-3-phosphate binding activity. Involved in autophagy of mitochondrion; cytoplasm to vacuole targeting by the Cvt pathway; and macroautophagy. Located in phagophore and phagophore assembly site. Orthologous to several human genes including ATG2B (autophagy related 2B). [provided by Alliance of Genome Resources, Jul 2025]",N/A,N/A
MPA43,855472,N/A,"Predicted to enable D-ribulokinase activity. Predicted to be involved in pentose metabolic process. Predicted to act upstream of or within carbohydrate phosphorylation. Located in mitochondrion. Orthologous to human FGGY (FGGY carbohydrate kinase domain containing). [provided by Alliance of Genome Resources, Apr 2025]",N/A,N/A
NRD1,855470,N/A,"Enables protein domain specific binding activity and transcription regulatory region RNA binding activity. Involved in RNA metabolic process. Part of Nrd1 complex. Orthologous to human SCAF4 (SR-related CTD associated factor 4). [provided by Alliance of Genome Resources, Jul 2025]",N/A,N/A
PDR17,855457,N/A,"Enables phosphatidylinositol transfer activity and sterol binding activity. Involved in several processes, including Golgi to plasma membrane protein transport; phospholipid metabolic process; and regulation of phospholipid biosynthetic process. Located in cell periphery; cytosol; and endosome. Human ortholog(s) of this gene implicated in Bothnia retinal dystrophy; Newfoundland cone-rod dystrophy; fundus albipunctatus; night blindness; and retinitis pigmentosa. Orthologous to human CLVS1 (clavesin 1); CLVS2 (clavesin 2); and RLBP1 (retinaldehyde binding protein 1). [provided by Alliance of Genome Resources, Jul 2025]",N/A,N/A
IST1,855456,N/A,"Enables ATPase inhibitor activity. Involved in endosome to plasma membrane protein transport and late endosome to vacuole transport via multivesicular body sorting pathway. Located in cytoplasm. Is active in endosome. Orthologous to human IST1 (IST1 factor associated with ESCRT-III). [provided by Alliance of Genome Resources, Jul 2025]",N/A,N/A
GOR1,855447,N/A,"Enables glyoxylate reductase (NADH) activity. Involved in glyoxylate catabolic process. Located in mitochondrion and nucleus. Human ortholog(s) of this gene implicated in primary hyperoxaluria and primary hyperoxaluria type 2. Orthologous to human GRHPR (glyoxylate and hydroxypyruvate reductase). [provided by Alliance of Genome Resources, Jul 2025]",N/A,N/A
YNL277W-A,1466509,N/A,N/A,N/A,N/A
PRM1,855442,N/A,"Involved in plasma membrane fusion involved in cytogamy. Located in mating projection tip. [provided by Alliance of Genome Resources, Jul 2025]",N/A,N/A
HCH1,855440,N/A,"Enables ATPase activator activity and protein-folding chaperone binding activity. Involved in protein folding. Located in cytoplasm and nucleus. Orthologous to human AHSA1 (activator of HSP90 ATPase activity 1) and AHSA2P (activator of HSP90 ATPase homolog 2, pseudogene). [provided by Alliance of Genome Resources, Jul 2025]",N/A,N/A
YNL284C-B,855433,N/A,"Predicted to enable several functions, including DNA polymerase activity; RNA nuclease activity; and peptidase activity. Predicted to be involved in retrotransposition. Predicted to act upstream of or within several processes, including DNA metabolic process; transposition; and viral translational frameshifting. Located in nucleus. [provided by Alliance of Genome Resources, Apr 2025]",N/A,N/A
MSB3,855423,N/A,"Enables GTPase activator activity. Involved in several processes, including endocytosis; exocytosis; and formin-nucleated actin cable assembly. Located in several cellular components, including cellular bud tip; fungal-type vacuole membrane; and incipient cellular bud site. Part of polarisome. Used to study Ewing sarcoma and cancer. Orthologous to human GRTP1 (growth hormone regulated TBC protein 1). [provided by Alliance of Genome Resources, Jul 2025]",N/A,N/A
YPT11,855412,N/A,"Enables myosin V binding activity. Involved in Golgi distribution to daughter cells; endoplasmic reticulum inheritance; and mitochondrion inheritance. Acts upstream of or within intracellular distribution of mitochondria. Located in several cellular components, including cellular bud neck; cellular bud tip; and incipient cellular bud site. Is active in mitochondrion. [provided by Alliance of Genome Resources, Jul 2025]",N/A,N/A
BXI1,855411,N/A,"Predicted to enable calcium channel activity. Involved in apoptotic process; calcium-mediated signaling; and endoplasmic reticulum unfolded protein response. Located in endoplasmic reticulum; fungal-type vacuole; and mitochondrion. Orthologous to several human genes including TMBIM4 (transmembrane BAX inhibitor motif containing 4). [provided by Alliance of Genome Resources, Jul 2025]",N/A,N/A
THI12,855384,N/A,"Predicted to enable metal ion binding activity and transferase activity. Involved in thiamine biosynthetic process. [provided by Alliance of Genome Resources, Jul 2025]",N/A,N/A
SNZ2,855383,N/A,"Predicted to enable GMP synthase (glutamine-hydrolyzing) activity and amine-lyase activity. Involved in pyridoxine biosynthetic process and thiamine biosynthetic process. [provided by Alliance of Genome Resources, Jul 2025]",N/A,N/A
SNO2,855382,N/A,"Predicted to enable hydrolase activity and pyridoxal 5'-phosphate synthase (glutamine hydrolysing) activity. Predicted to contribute to glutaminase activity. Predicted to be involved in pyridoxal phosphate biosynthetic process and pyridoxine metabolic process. Predicted to be part of glutaminase complex. Predicted to be active in cytosol. [provided by Alliance of Genome Resources, Jul 2025]",N/A,N/A
COS1,855380,N/A,"Predicted to be involved in protein transport to vacuole involved in ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway. Located in endosome. [provided by Alliance of Genome Resources, Jul 2025]",N/A,N/A
CIT1,855732,N/A,"Enables citrate (Si)-synthase activity. Involved in acetyl-CoA catabolic process and citrate metabolic process. Located in mitochondrion. Human ortholog(s) of this gene implicated in dilated cardiomyopathy and hypertrophic cardiomyopathy. Orthologous to human CS (citrate synthase). [provided by Alliance of Genome Resources, Apr 2025]",N/A,N/A
ATO2,855736,N/A,"Enables ammonium channel activity. Involved in ammonium transmembrane transport and nitrogen utilization. Located in plasma membrane. [provided by Alliance of Genome Resources, Jul 2025]",N/A,N/A
VPS27,855739,N/A,"Enables phosphatidylinositol-3-phosphate binding activity; polyubiquitin modification-dependent protein binding activity; and ubiquitin binding activity. Involved in several processes, including ATP export; microlipophagy; and vacuolar transport. Located in endosome and vacuolar membrane. Part of ESCRT-0 complex. Used to study Parkinson's disease. Orthologous to human HGS (hepatocyte growth factor-regulated tyrosine kinase substrate). [provided by Alliance of Genome Resources, Jul 2025]",N/A,N/A
